job,education,contact,poutcome,age_group,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,y
student,high.school,cellular,nonexistent,youth segment(17-30y),2.85,1,0,0,1.4,93.918,-42.7,no
services,basic.6y,cellular,nonexistent,mid-career(31-45y),1.9833333333333334,2,0,0,1.4,93.918,-42.7,no
admin.,high.school,cellular,failure,mid-career(31-45y),2.8833333333333333,8,0,1,-1.8,92.893,-46.2,no
retired,university.degree,cellular,success,pre-retirement(46-64y),8.05,2,6,3,-1.1,94.767,-50.8,yes
services,university.degree,cellular,success,mid-career(31-45y),6.733333333333333,1,6,3,-1.1,94.199,-37.5,yes
management,basic.4y,telephone,nonexistent,pre-retirement(46-64y),1.2333333333333334,2,0,0,1.4,94.465,-41.8,no
admin.,high.school,telephone,nonexistent,mid-career(31-45y),1.0833333333333333,1,0,0,1.1,93.994,-36.4,no
admin.,high.school,cellular,nonexistent,pre-retirement(46-64y),1.8,7,0,0,-0.1,93.2,-42.0,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),3.533333333333333,2,0,0,-1.8,92.893,-46.2,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),2.3666666666666667,1,0,0,1.1,93.994,-36.4,no
services,high.school,telephone,nonexistent,mid-career(31-45y),1.1166666666666667,12,0,0,1.4,94.465,-41.8,no
management,university.degree,telephone,nonexistent,mid-career(31-45y),6.383333333333334,1,0,0,1.4,94.465,-41.8,no
retired,university.degree,cellular,failure,retirees(65+),3.816666666666667,1,0,2,-1.7,94.215,-40.3,yes
technician,university.degree,cellular,nonexistent,mid-career(31-45y),2.9,1,0,0,1.4,93.918,-42.7,no
blue-collar,basic.9y,cellular,nonexistent,mid-career(31-45y),0.75,1,0,0,1.4,93.918,-42.7,no
services,university.degree,cellular,nonexistent,mid-career(31-45y),0.2833333333333333,6,0,0,-1.8,93.075,-47.1,no
technician,high.school,cellular,nonexistent,mid-career(31-45y),0.8333333333333334,5,0,0,1.4,93.444,-36.1,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),3.433333333333333,1,0,0,1.1,93.994,-36.4,no
admin.,professional.course,telephone,nonexistent,mid-career(31-45y),0.6,4,0,0,1.4,94.465,-41.8,no
technician,professional.course,telephone,nonexistent,youth segment(17-30y),4.05,2,0,0,1.1,93.994,-36.4,no
housemaid,basic.9y,cellular,nonexistent,mid-career(31-45y),6.833333333333333,1,0,0,1.4,93.918,-42.7,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),2.9833333333333334,2,0,0,1.4,94.465,-41.8,no
management,basic.4y,telephone,nonexistent,mid-career(31-45y),5.3,2,0,0,1.4,94.465,-41.8,no
blue-collar,basic.4y,telephone,nonexistent,pre-retirement(46-64y),1.1166666666666667,2,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,cellular,failure,mid-career(31-45y),2.7666666666666666,3,0,1,-1.8,92.893,-46.2,no
technician,professional.course,telephone,nonexistent,pre-retirement(46-64y),0.15,1,0,0,-1.7,94.055,-39.8,no
technician,university.degree,cellular,nonexistent,youth segment(17-30y),2.2,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),5.183333333333334,1,0,0,-1.8,93.075,-47.1,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),25.033333333333335,1,0,0,-0.1,93.2,-42.0,yes
blue-collar,professional.course,telephone,nonexistent,mid-career(31-45y),0.85,2,0,0,1.1,93.994,-36.4,no
blue-collar,high.school,cellular,nonexistent,pre-retirement(46-64y),2.8833333333333333,1,0,0,-1.8,92.893,-46.2,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),5.1,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.9y,cellular,nonexistent,pre-retirement(46-64y),5.05,1,0,0,-1.8,92.893,-46.2,no
entrepreneur,high.school,telephone,nonexistent,pre-retirement(46-64y),3.066666666666667,1,0,0,1.1,93.994,-36.4,no
housemaid,basic.4y,cellular,failure,mid-career(31-45y),0.5166666666666667,1,0,1,-1.8,92.893,-46.2,no
technician,university.degree,cellular,nonexistent,pre-retirement(46-64y),2.9833333333333334,3,0,0,1.4,93.918,-42.7,no
blue-collar,basic.6y,telephone,nonexistent,youth segment(17-30y),6.8,2,0,0,1.1,93.994,-36.4,no
housemaid,basic.6y,cellular,nonexistent,mid-career(31-45y),3.1333333333333333,2,0,0,1.4,93.918,-42.7,no
services,high.school,cellular,nonexistent,mid-career(31-45y),1.2833333333333334,2,0,0,-1.8,92.893,-46.2,no
housemaid,basic.4y,telephone,failure,pre-retirement(46-64y),3.966666666666667,2,0,2,-1.1,94.601,-49.5,no
housemaid,basic.6y,cellular,nonexistent,mid-career(31-45y),1.7333333333333334,9,0,0,1.4,93.444,-36.1,no
technician,university.degree,telephone,nonexistent,pre-retirement(46-64y),0.16666666666666666,1,0,0,-1.8,93.369,-34.8,no
blue-collar,basic.6y,telephone,nonexistent,mid-career(31-45y),1.8,1,0,0,1.4,94.465,-41.8,no
unemployed,high.school,cellular,nonexistent,pre-retirement(46-64y),1.2166666666666666,1,0,0,-0.1,93.2,-42.0,no
entrepreneur,professional.course,telephone,success,pre-retirement(46-64y),2.6166666666666667,1,3,1,-2.9,92.201,-31.4,no
services,basic.9y,telephone,nonexistent,mid-career(31-45y),1.8166666666666667,4,0,0,1.1,93.994,-36.4,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),8.55,2,0,0,1.1,93.994,-36.4,no
entrepreneur,university.degree,telephone,nonexistent,mid-career(31-45y),3.1166666666666667,2,0,0,1.4,94.465,-41.8,no
blue-collar,basic.4y,telephone,nonexistent,mid-career(31-45y),1.9333333333333333,1,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,success,pre-retirement(46-64y),1.4833333333333334,1,3,2,-3.4,92.649,-30.1,yes
admin.,high.school,cellular,nonexistent,pre-retirement(46-64y),3.2333333333333334,2,0,0,1.4,93.444,-36.1,yes
technician,basic.4y,telephone,nonexistent,mid-career(31-45y),3.25,1,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),0.8,3,0,0,1.4,93.918,-42.7,no
technician,professional.course,telephone,nonexistent,youth segment(17-30y),0.6,15,0,0,1.4,93.918,-42.7,no
self-employed,professional.course,telephone,nonexistent,pre-retirement(46-64y),1.7333333333333334,2,0,0,1.1,93.994,-36.4,no
entrepreneur,professional.course,telephone,nonexistent,pre-retirement(46-64y),2.1166666666666667,1,0,0,1.4,94.465,-41.8,no
technician,basic.9y,telephone,nonexistent,pre-retirement(46-64y),3.1333333333333333,1,0,0,1.4,94.465,-41.8,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),3.0833333333333335,1,0,0,1.4,94.465,-41.8,no
admin.,university.degree,telephone,nonexistent,pre-retirement(46-64y),1.6333333333333333,1,0,0,1.1,93.994,-36.4,no
technician,high.school,cellular,nonexistent,mid-career(31-45y),3.8666666666666667,1,0,0,-0.1,93.2,-42.0,no
blue-collar,professional.course,cellular,nonexistent,pre-retirement(46-64y),2.5,1,0,0,1.4,93.444,-36.1,no
technician,professional.course,telephone,nonexistent,mid-career(31-45y),2.1166666666666667,1,0,0,1.4,94.465,-41.8,no
admin.,high.school,telephone,nonexistent,youth segment(17-30y),8.583333333333334,1,0,0,-1.8,92.843,-50.0,yes
blue-collar,basic.4y,telephone,nonexistent,pre-retirement(46-64y),1.9833333333333334,8,0,0,1.4,93.918,-42.7,no
blue-collar,basic.6y,cellular,failure,mid-career(31-45y),0.6833333333333333,1,0,1,-1.8,92.893,-46.2,no
self-employed,university.degree,cellular,nonexistent,mid-career(31-45y),1.45,1,0,0,-0.1,93.2,-42.0,no
admin.,high.school,cellular,failure,mid-career(31-45y),2.033333333333333,1,0,1,-2.9,92.469,-33.6,no
admin.,basic.9y,cellular,nonexistent,youth segment(17-30y),0.6166666666666667,17,0,0,1.4,93.918,-42.7,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),12.733333333333333,4,0,0,1.4,93.918,-42.7,yes
admin.,high.school,telephone,nonexistent,mid-career(31-45y),3.8666666666666667,2,0,0,1.1,93.994,-36.4,no
management,basic.4y,cellular,failure,pre-retirement(46-64y),6.483333333333333,1,0,1,-0.1,93.2,-42.0,no
retired,university.degree,cellular,nonexistent,pre-retirement(46-64y),6.016666666666667,3,0,0,1.4,93.918,-42.7,no
housemaid,high.school,cellular,nonexistent,mid-career(31-45y),6.0,1,0,0,-1.1,94.767,-50.8,no
management,university.degree,cellular,nonexistent,pre-retirement(46-64y),2.85,2,0,0,-1.8,93.075,-47.1,no
services,high.school,telephone,nonexistent,mid-career(31-45y),8.05,2,0,0,1.1,93.994,-36.4,no
management,high.school,telephone,nonexistent,mid-career(31-45y),1.7333333333333334,3,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),4.583333333333333,2,0,0,-1.8,92.893,-46.2,no
student,high.school,cellular,success,mid-career(31-45y),6.783333333333333,2,3,1,-1.1,94.199,-37.5,no
housemaid,basic.6y,cellular,nonexistent,mid-career(31-45y),2.2666666666666666,1,0,0,1.4,93.444,-36.1,no
admin.,basic.9y,telephone,nonexistent,mid-career(31-45y),22.716666666666665,7,0,0,1.4,94.465,-41.8,yes
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),1.1166666666666667,13,0,0,1.4,93.444,-36.1,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),5.7,2,0,0,-1.8,93.075,-47.1,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),2.7333333333333334,5,0,0,1.4,93.918,-42.7,no
technician,professional.course,cellular,nonexistent,pre-retirement(46-64y),3.3333333333333335,1,0,0,1.4,93.444,-36.1,no
admin.,professional.course,cellular,failure,mid-career(31-45y),9.366666666666667,3,0,1,-1.8,93.369,-34.8,yes
retired,high.school,cellular,nonexistent,pre-retirement(46-64y),11.516666666666667,1,0,0,-0.1,93.2,-42.0,yes
technician,high.school,cellular,nonexistent,youth segment(17-30y),6.833333333333333,5,0,0,-1.8,92.893,-46.2,no
student,high.school,cellular,nonexistent,youth segment(17-30y),1.8833333333333333,2,0,0,-1.8,92.893,-46.2,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),1.45,1,0,0,1.4,94.465,-41.8,no
management,university.degree,telephone,nonexistent,pre-retirement(46-64y),0.26666666666666666,23,0,0,1.1,93.994,-36.4,no
services,high.school,cellular,nonexistent,mid-career(31-45y),6.583333333333333,2,0,0,1.4,93.918,-42.7,no
technician,professional.course,telephone,nonexistent,mid-career(31-45y),4.366666666666666,2,0,0,1.1,93.994,-36.4,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),0.4166666666666667,3,0,0,1.4,94.465,-41.8,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),3.05,1,0,0,-1.8,92.893,-46.2,no
admin.,professional.course,cellular,failure,mid-career(31-45y),9.883333333333333,4,0,1,-1.8,93.369,-34.8,yes
blue-collar,basic.9y,cellular,nonexistent,mid-career(31-45y),7.05,1,0,0,-1.8,92.893,-46.2,yes
technician,professional.course,telephone,nonexistent,mid-career(31-45y),1.6333333333333333,2,0,0,1.1,93.994,-36.4,no
self-employed,university.degree,telephone,nonexistent,mid-career(31-45y),0.65,9,0,0,-0.1,93.2,-42.0,no
blue-collar,professional.course,cellular,nonexistent,mid-career(31-45y),4.35,5,0,0,1.4,93.918,-42.7,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),2.966666666666667,3,0,0,1.4,93.444,-36.1,no
management,university.degree,telephone,nonexistent,mid-career(31-45y),3.5833333333333335,1,0,0,1.4,94.465,-41.8,no
unemployed,basic.4y,telephone,nonexistent,mid-career(31-45y),2.3833333333333333,1,0,0,1.1,93.994,-36.4,no
housemaid,basic.6y,cellular,nonexistent,pre-retirement(46-64y),18.9,1,0,0,1.4,93.444,-36.1,yes
services,basic.9y,cellular,failure,youth segment(17-30y),3.183333333333333,1,0,1,-1.8,92.893,-46.2,no
admin.,university.degree,cellular,nonexistent,youth segment(17-30y),2.4833333333333334,1,0,0,1.4,93.918,-42.7,no
admin.,high.school,telephone,nonexistent,pre-retirement(46-64y),1.9166666666666667,20,0,0,1.4,94.465,-41.8,no
unemployed,high.school,telephone,nonexistent,mid-career(31-45y),2.3666666666666667,3,0,0,1.4,94.465,-41.8,no
technician,basic.6y,cellular,success,pre-retirement(46-64y),2.7333333333333334,2,6,3,-1.1,94.199,-37.5,no
blue-collar,basic.6y,telephone,nonexistent,mid-career(31-45y),17.416666666666668,3,0,0,1.4,94.465,-41.8,yes
blue-collar,basic.9y,cellular,failure,youth segment(17-30y),1.2,2,0,1,-1.8,92.893,-46.2,no
admin.,university.degree,telephone,nonexistent,pre-retirement(46-64y),4.066666666666666,3,0,0,1.4,94.465,-41.8,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),25.983333333333334,5,0,0,1.4,93.444,-36.1,no
blue-collar,basic.9y,cellular,nonexistent,pre-retirement(46-64y),5.55,1,0,0,-1.8,92.893,-46.2,no
admin.,high.school,cellular,failure,mid-career(31-45y),2.066666666666667,1,0,1,-1.8,92.893,-46.2,no
admin.,university.degree,cellular,nonexistent,youth segment(17-30y),2.6,2,0,0,-1.8,93.075,-47.1,yes
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),3.3833333333333333,1,0,0,-1.8,93.075,-47.1,no
services,high.school,telephone,nonexistent,mid-career(31-45y),21.05,2,0,0,1.1,93.994,-36.4,yes
student,basic.6y,cellular,nonexistent,youth segment(17-30y),6.133333333333334,2,0,0,-3.4,92.431,-26.9,yes
admin.,university.degree,cellular,nonexistent,pre-retirement(46-64y),2.15,1,0,0,1.4,93.918,-42.7,no
blue-collar,basic.9y,cellular,nonexistent,mid-career(31-45y),0.48333333333333334,12,0,0,1.4,93.918,-42.7,no
services,high.school,cellular,nonexistent,mid-career(31-45y),10.0,4,0,0,-1.8,92.893,-46.2,yes
blue-collar,basic.9y,cellular,failure,mid-career(31-45y),10.133333333333333,1,0,1,-1.8,93.075,-47.1,yes
admin.,high.school,cellular,success,mid-career(31-45y),3.4,1,12,1,-1.1,94.199,-37.5,yes
services,high.school,cellular,nonexistent,mid-career(31-45y),4.95,1,0,0,1.4,93.918,-42.7,no
admin.,high.school,cellular,failure,pre-retirement(46-64y),4.933333333333334,1,0,1,-1.8,93.749,-34.6,yes
technician,university.degree,cellular,nonexistent,pre-retirement(46-64y),9.433333333333334,7,0,0,-1.8,92.893,-46.2,no
blue-collar,basic.6y,cellular,nonexistent,youth segment(17-30y),5.55,2,0,0,1.4,93.918,-42.7,no
unemployed,basic.9y,cellular,success,mid-career(31-45y),5.366666666666666,1,9,1,-1.8,93.075,-47.1,no
blue-collar,professional.course,cellular,nonexistent,pre-retirement(46-64y),4.55,1,0,0,-1.8,92.893,-46.2,no
services,high.school,telephone,nonexistent,mid-career(31-45y),3.9,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.9y,telephone,nonexistent,youth segment(17-30y),6.016666666666667,1,0,0,1.4,94.465,-41.8,no
entrepreneur,professional.course,cellular,nonexistent,mid-career(31-45y),1.2166666666666666,3,0,0,1.4,93.444,-36.1,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),1.65,7,0,0,1.4,93.444,-36.1,no
entrepreneur,university.degree,cellular,nonexistent,mid-career(31-45y),0.8833333333333333,1,0,0,-0.1,93.2,-42.0,no
student,basic.9y,cellular,nonexistent,youth segment(17-30y),0.7,4,0,0,-1.8,92.843,-50.0,no
retired,university.degree,cellular,success,pre-retirement(46-64y),11.666666666666666,2,5,1,-1.8,93.369,-34.8,yes
admin.,high.school,telephone,nonexistent,mid-career(31-45y),3.3666666666666667,1,0,0,1.4,94.465,-41.8,no
services,basic.9y,cellular,nonexistent,mid-career(31-45y),2.033333333333333,1,0,0,1.4,93.918,-42.7,no
management,university.degree,cellular,nonexistent,youth segment(17-30y),2.066666666666667,1,0,0,1.4,93.918,-42.7,no
services,high.school,telephone,nonexistent,mid-career(31-45y),9.05,12,0,0,1.1,93.994,-36.4,no
blue-collar,basic.9y,cellular,nonexistent,youth segment(17-30y),1.7833333333333334,2,0,0,-3.4,92.431,-26.9,yes
technician,professional.course,cellular,nonexistent,mid-career(31-45y),3.5166666666666666,2,0,0,-1.8,92.893,-46.2,no
management,university.degree,cellular,nonexistent,youth segment(17-30y),10.616666666666667,1,0,0,-1.8,92.893,-46.2,yes
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),2.2666666666666666,1,0,0,1.4,93.444,-36.1,no
services,high.school,telephone,nonexistent,mid-career(31-45y),2.6333333333333333,1,0,0,-0.1,93.2,-42.0,yes
blue-collar,,cellular,nonexistent,pre-retirement(46-64y),1.5666666666666667,3,0,0,1.4,93.444,-36.1,no
blue-collar,professional.course,telephone,nonexistent,pre-retirement(46-64y),13.133333333333333,2,0,0,1.1,93.994,-36.4,no
admin.,,cellular,nonexistent,mid-career(31-45y),3.466666666666667,1,0,0,-1.8,92.893,-46.2,no
admin.,high.school,telephone,nonexistent,mid-career(31-45y),1.4166666666666667,3,0,0,1.4,94.465,-41.8,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),3.183333333333333,1,0,0,1.4,93.918,-42.7,no
admin.,high.school,telephone,nonexistent,mid-career(31-45y),2.65,3,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),3.816666666666667,3,0,0,-0.1,93.2,-42.0,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),7.833333333333333,2,0,0,-0.1,93.2,-42.0,no
blue-collar,basic.6y,cellular,failure,pre-retirement(46-64y),2.033333333333333,1,0,1,-1.8,92.893,-46.2,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),1.5166666666666666,2,0,0,1.1,93.994,-36.4,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),3.533333333333333,1,0,0,-0.1,93.2,-42.0,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),1.6166666666666667,1,0,0,1.4,93.918,-42.7,no
technician,university.degree,cellular,nonexistent,pre-retirement(46-64y),0.2833333333333333,19,0,0,1.4,93.918,-42.7,no
admin.,high.school,telephone,nonexistent,mid-career(31-45y),2.683333333333333,2,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),6.583333333333333,1,0,0,-0.1,93.2,-42.0,no
entrepreneur,basic.9y,cellular,nonexistent,pre-retirement(46-64y),15.55,1,0,0,1.4,93.918,-42.7,no
services,high.school,telephone,nonexistent,pre-retirement(46-64y),1.2,3,0,0,1.1,93.994,-36.4,no
technician,basic.9y,telephone,nonexistent,mid-career(31-45y),3.3666666666666667,3,0,0,1.1,93.994,-36.4,no
student,,cellular,nonexistent,youth segment(17-30y),2.5,1,0,0,-1.1,94.199,-37.5,no
services,high.school,telephone,nonexistent,mid-career(31-45y),7.883333333333334,2,0,0,-1.8,92.893,-46.2,no
admin.,university.degree,telephone,nonexistent,pre-retirement(46-64y),3.35,14,0,0,1.1,93.994,-36.4,no
admin.,high.school,cellular,failure,mid-career(31-45y),7.833333333333333,1,6,2,-2.9,92.201,-31.4,yes
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),3.5,3,0,0,-3.4,92.649,-30.1,no
services,high.school,telephone,nonexistent,youth segment(17-30y),2.3,5,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),0.2,10,0,0,1.4,93.444,-36.1,no
services,high.school,telephone,nonexistent,pre-retirement(46-64y),13.166666666666666,3,0,0,1.4,94.465,-41.8,no
self-employed,university.degree,cellular,nonexistent,youth segment(17-30y),3.1333333333333333,1,0,0,-1.8,93.075,-47.1,no
entrepreneur,basic.4y,telephone,nonexistent,mid-career(31-45y),1.8166666666666667,1,0,0,1.1,93.994,-36.4,no
admin.,high.school,cellular,failure,mid-career(31-45y),5.433333333333334,1,0,1,-1.8,93.075,-47.1,no
admin.,university.degree,telephone,nonexistent,pre-retirement(46-64y),26.716666666666665,10,0,0,-2.9,92.963,-40.8,yes
admin.,university.degree,telephone,nonexistent,youth segment(17-30y),3.1166666666666667,3,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,pre-retirement(46-64y),7.233333333333333,2,0,0,-0.1,93.2,-42.0,yes
management,university.degree,cellular,failure,mid-career(31-45y),1.0166666666666666,4,0,1,-1.8,92.893,-46.2,no
technician,professional.course,cellular,nonexistent,youth segment(17-30y),4.316666666666666,1,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),1.2333333333333334,2,0,0,1.4,93.444,-36.1,no
services,high.school,cellular,failure,mid-career(31-45y),1.75,1,0,1,-0.1,93.2,-42.0,no
admin.,university.degree,telephone,nonexistent,pre-retirement(46-64y),11.466666666666667,6,0,0,1.4,93.444,-36.1,no
services,basic.9y,telephone,nonexistent,mid-career(31-45y),2.15,3,0,0,1.1,93.994,-36.4,no
blue-collar,basic.6y,telephone,nonexistent,mid-career(31-45y),2.05,1,0,0,1.1,93.994,-36.4,no
self-employed,university.degree,cellular,nonexistent,youth segment(17-30y),5.25,1,0,0,-1.8,92.893,-46.2,yes
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),2.65,2,0,0,1.1,93.994,-36.4,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),2.6333333333333333,5,0,0,1.4,93.444,-36.1,no
retired,basic.4y,cellular,nonexistent,mid-career(31-45y),4.633333333333334,1,0,0,-1.1,94.601,-49.5,no
technician,professional.course,telephone,nonexistent,pre-retirement(46-64y),6.7,4,0,0,1.1,93.994,-36.4,no
technician,high.school,cellular,nonexistent,mid-career(31-45y),22.716666666666665,1,0,0,-1.7,94.027,-38.3,yes
management,university.degree,telephone,nonexistent,pre-retirement(46-64y),1.2166666666666666,1,0,0,1.4,94.465,-41.8,no
technician,university.degree,cellular,failure,mid-career(31-45y),6.6,1,0,1,-0.1,93.2,-42.0,no
management,university.degree,cellular,nonexistent,pre-retirement(46-64y),0.9666666666666667,1,0,0,-1.8,93.075,-47.1,no
services,high.school,telephone,nonexistent,mid-career(31-45y),2.9,2,0,0,1.4,94.465,-41.8,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),0.7166666666666667,4,0,0,1.4,93.918,-42.7,no
management,university.degree,telephone,nonexistent,mid-career(31-45y),3.8333333333333335,7,0,0,1.4,94.465,-41.8,no
housemaid,basic.4y,telephone,nonexistent,mid-career(31-45y),1.3833333333333333,3,0,0,1.1,93.994,-36.4,no
technician,professional.course,telephone,nonexistent,mid-career(31-45y),0.3,1,0,0,1.4,94.465,-41.8,no
technician,,telephone,nonexistent,mid-career(31-45y),7.333333333333333,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,cellular,nonexistent,mid-career(31-45y),3.7,1,0,0,1.4,93.918,-42.7,no
retired,high.school,telephone,nonexistent,pre-retirement(46-64y),6.483333333333333,1,0,0,1.4,94.465,-41.8,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),2.6,1,0,0,1.4,93.918,-42.7,no
technician,university.degree,telephone,nonexistent,pre-retirement(46-64y),1.1166666666666667,2,0,0,1.4,94.465,-41.8,no
admin.,basic.9y,telephone,nonexistent,mid-career(31-45y),0.48333333333333334,1,0,0,1.1,93.994,-36.4,no
self-employed,,telephone,nonexistent,pre-retirement(46-64y),2.6333333333333333,1,0,0,1.1,93.994,-36.4,no
unemployed,professional.course,telephone,nonexistent,pre-retirement(46-64y),7.733333333333333,2,0,0,1.4,94.465,-41.8,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),6.983333333333333,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.9y,cellular,nonexistent,youth segment(17-30y),11.1,1,0,0,-1.8,92.893,-46.2,yes
self-employed,university.degree,cellular,failure,pre-retirement(46-64y),0.15,3,0,1,-0.1,93.2,-42.0,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),1.25,1,0,0,-0.1,93.2,-42.0,no
retired,high.school,cellular,nonexistent,pre-retirement(46-64y),0.8166666666666667,1,0,0,-0.1,93.2,-42.0,no
blue-collar,,cellular,nonexistent,pre-retirement(46-64y),0.7,3,0,0,1.4,93.918,-42.7,no
technician,professional.course,telephone,nonexistent,pre-retirement(46-64y),1.7166666666666666,2,0,0,-0.1,93.2,-42.0,no
blue-collar,basic.4y,cellular,failure,mid-career(31-45y),9.033333333333333,3,0,2,-1.8,93.075,-47.1,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),11.433333333333334,2,0,0,-1.8,92.893,-46.2,yes
services,professional.course,telephone,nonexistent,mid-career(31-45y),3.3666666666666667,2,0,0,1.4,94.465,-41.8,no
services,high.school,cellular,nonexistent,pre-retirement(46-64y),2.216666666666667,2,0,0,1.4,93.444,-36.1,no
admin.,university.degree,telephone,nonexistent,youth segment(17-30y),1.1833333333333333,2,0,0,1.4,94.465,-41.8,no
blue-collar,basic.4y,cellular,nonexistent,youth segment(17-30y),1.2333333333333334,2,0,0,-1.8,92.843,-50.0,no
services,high.school,cellular,nonexistent,pre-retirement(46-64y),1.6166666666666667,1,0,0,-0.1,93.2,-42.0,no
housemaid,basic.4y,cellular,nonexistent,mid-career(31-45y),2.4166666666666665,8,0,0,1.4,93.444,-36.1,no
blue-collar,basic.9y,cellular,nonexistent,mid-career(31-45y),6.7,1,0,0,-1.8,93.075,-47.1,no
blue-collar,basic.9y,cellular,nonexistent,youth segment(17-30y),1.7333333333333334,2,0,0,1.4,93.918,-42.7,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),10.3,8,0,0,1.4,93.444,-36.1,yes
retired,professional.course,telephone,nonexistent,pre-retirement(46-64y),3.65,2,0,0,1.1,93.994,-36.4,no
admin.,high.school,cellular,nonexistent,youth segment(17-30y),4.55,5,0,0,1.4,93.918,-42.7,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),1.8166666666666667,1,0,0,1.4,93.444,-36.1,no
technician,basic.9y,cellular,nonexistent,youth segment(17-30y),2.283333333333333,1,0,0,-1.8,93.075,-47.1,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),5.083333333333333,10,0,0,1.4,93.918,-42.7,no
blue-collar,basic.4y,cellular,nonexistent,youth segment(17-30y),2.6,1,0,0,-1.8,93.075,-47.1,no
admin.,basic.9y,telephone,nonexistent,mid-career(31-45y),1.75,2,0,0,1.4,94.465,-41.8,no
management,university.degree,cellular,nonexistent,mid-career(31-45y),12.433333333333334,1,0,0,1.4,93.918,-42.7,no
admin.,basic.9y,cellular,nonexistent,pre-retirement(46-64y),1.3666666666666667,6,0,0,1.4,93.444,-36.1,no
services,basic.9y,cellular,nonexistent,mid-career(31-45y),11.4,1,0,0,1.4,93.918,-42.7,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),6.316666666666666,5,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,pre-retirement(46-64y),2.9833333333333334,11,0,0,1.4,93.444,-36.1,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),4.75,5,0,0,1.4,93.444,-36.1,no
entrepreneur,university.degree,telephone,nonexistent,pre-retirement(46-64y),3.7,2,0,0,1.1,93.994,-36.4,no
blue-collar,basic.9y,cellular,nonexistent,mid-career(31-45y),5.233333333333333,2,0,0,-1.8,92.893,-46.2,no
admin.,high.school,cellular,nonexistent,youth segment(17-30y),12.033333333333333,3,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),7.4,1,0,0,1.4,93.444,-36.1,no
